TOTL,SPDR DoubleLine總報酬戰術主動型ETF,2015/02/23（已成立6年）,2015/2/24,6,0.035431468,美國,中期債券,,-0.14(月均:0.05),2.87,月配,0.65,0.65,7.64,,Bloomberg Barclays US Aggregate Bond Index
JETS,U.S.全球噴射機ETF,2015/04/28（已成立6年）,2015/4/30,5,0.005947406,全球,股票型,,0.04(月均:0.07),0.00,年配,0.6,0.6,77.85,U.S. Global Jets Index,SPADE Defense Index
AIA,iShares亞洲50指數ETF,2007/11/13（已成立13年）,2007/11/20,13,0.023484316,亞洲,股票型,大型股混合型,0.70(月均:0.46),0.96,半年配,0.5,0.5,34.73,S&P Asia 50 Index,NASDAQ Asia Index
SCHC,Schwab國際小型股ETF,2010/01/14（已成立11年）,2010/1/14,11,0.030009709,全球,股票型,小型股成長型,0.44(月均:0.26),1.56,年配,0.11,0.11,49.62,FTSE Developed Small Cap ex-US Liquid Index,道瓊全球指數
SSO,ProShares二倍做多標普500指數ETF,2006/06/19（已成立15年）,2006/6/21,14,0.008816554,美國,做多型,大型股混合型,-0.01(月均:0.01),0.19,季配,0.75,0.9,71.06,S&P 500 Index,S&P500 (SPY.US)
LIT,Global X鋰電池技術ETF,2010/07/22（已成立11年）,2010/7/23,10,0.012479243,全球,工業金屬,,0.29(月均:0.62),0.36,半年配,0.75,0.75,58.46,Solactive Global Lithium Index,道瓊全球指數
BBIN,JPMorgan BetaBuilders國際股票ETF,2019/12/03（已成立1年）,2019/12/9,1,0,全球,股票型,大型股混合型,0.09(月均:-0.01),1.00,季配,0.07,0.07,39.5,Morningstar Developed Markets ex-North America Target Market Exposure Index,Invesco Developed Markets ex-North America & Korea
XOP,SPDR標普油氣開採與生產ETF,2006/06/19（已成立15年）,2006/6/22,14,0.009406568,美國,能源,中型股價值型,0.04(月均:0.01),1.81,季配,0.35,0.35,85.5,S&P Oil & Gas Exploration & Production Select Industry Index,Dow Jones U.S. Oil & Gas Index
SPMB,SPDR投資組合抵押貸款債券ETF,2009/01/15（已成立12年）,2009/1/30,12,0.030158177,美國,債券型,,0.00(月均:0.00),2.92,月配,0.06,0.07,3.05,Bloomberg Barclays U.S. MBS Index,Barclays U.S. MBS Index
EWU,iShares MSCI英國ETF,1996/03/12（已成立25年）,1996/3/18,24,0.141576273,英國,股票型,,-0.26(月均:0.13),2.35,半年配,0.5,0.5,48.6,MSCI United Kingdom Index,英國(EWU.US)
GSY,Invesco超短期存續期間債券主動型ETF,2008/02/12（已成立13年）,2008/2/12,13,0.015193408,美國,反向型,,0.02(月均:0.01),1.32,月配,0.2,0.23,7.18,,道瓊指數
SUSL,iShares ESG MSCI美國領導者ETF,2019/05/07（已成立2年）,2019/5/10,1,0,美國,股票型,大型股混合型,0.08(月均:0.01),1.32,季配,0.1,0.1,38.64,MSCI USA Extended ESG Leaders Index,道瓊指數
VNLA,Janus Henderson短期存續期間收益主動型ETF,2016/11/16（已成立4年）,2016/11/22,4,0.025395327,全球,短期債券,,0.02(月均:0.01),1.04,月配,0.28,0.28,4.31,,ICE U.S. Treasury Short Bond Index
EWC,iShares MSCI加拿大ETF,1996/03/12（已成立25年）,1996/3/18,24,0.048793776,加拿大,股票型,大型股混合型,-0.09(月均:0.01),1.95,半年配,0.5,0.5,50.53,MSCI Canada Custom Capped Index,NASDAQ Canada Index
SPTS,SPDR投資組合美國短期公債ETF,2011/11/30（已成立9年）,2011/12/1,9,0.010531927,美國,短期債券,,0.00(月均:0.01),0.57,月配,0.06,0.06,1.73,Bloomberg Barclays 1-3 Year U.S. Treasury Index,ICE U.S. Treasury 1-3 Year Bond Index
IGF,iShares全球基礎建設ETF,2007/12/10（已成立13年）,2007/12/12,13,0.04104308,美國,公共事業股,,-0.14(月均:0.05),2.34,半年配,0.46,0.46,46.68,S&P Global Infrastructure Index,Dow Jones U.S. Utilities Index
IOO,iShares全球100 ETF,2000/12/05（已成立20年）,2000/12/8,20,0.034392065,全球,股票型,,0.00(月均:0.10),1.43,半年配,0.4,0.4,36.66,S&P Global 100 Index,道瓊全球指數
IQLT,iShares MSCI國際優質因子ETF,2015/01/13（已成立6年）,2015/1/21,6,0.027793733,全球,股票型,,-0.03(月均:0.22),1.56,半年配,0.3,0.3,40.69,MSCI World ex USA Sector Neutral Quality Index,道瓊全球指數
PCY,Invesco新興市場主權債券ETF,2007/10/11（已成立13年）,2007/10/11,13,0.083127173,新興市場,債券型,,-0.50(月均:-0.11),4.56,月配,0.5,0.5,39.5,DBIQ Emerging Market USD Liquid Balanced Index,J.P. Morgan EMBI Global Core Index
RPG,Invesco標普500指數純成長型ETF,2006/03/01（已成立15年）,2006/3/7,14,0.006539451,美國,股票型,大型股成長型,-0.02(月均:-0.02),0.43,季配,0.35,0.35,43.92,S&P 500 Pure Growth Index,道瓊指數
FXL,First Trust科技AlphaDEX指數ETF,2007/05/08（已成立14年）,2007/5/10,13,0.003770545,美國,資訊科技股,,-0.03(月均:-0.01),0.04,季配,0.5,0.61,50.5,StrataQuant Technology Index,StrataQuant Technology Index
DSI,iShares MSCI社會責任ETF,2006/11/14（已成立14年）,2006/11/17,14,0.015917321,美國,股票型,大型股混合型,-0.03(月均:0.00),1.16,季配,0.25,0.25,38.35,MSCI KLD 400 Social Index,道瓊指數
ASHR,Xtrackers Harvest滬深300中國A股ETF,2013/11/06（已成立7年）,2013/11/6,7,0.0092011,大陸,股票型,,0.40(月均:0.40),0.72,年配,0.65,0.66,21.37,CSI 300 Index,滬深300
ITA,iShares美國航太與國防ETF,2006/05/01（已成立15年）,2006/5/5,14,0.012076781,美國,工業類股,,-0.02(月均:-0.04),1.02,季配,0.42,0.42,61.58,Dow Jones U.S. Select Aerospace & Defense Index,Dow Jones U.S. Select Aerospace & Defense Index
VWOB,Vanguard新興市場政府債券ETF,2013/05/31（已成立8年）,2013/6/4,7,0.055457565,新興市場,債券型,,-0.24(月均:0.19),4.24,月配,0.23,0.25,30.74,Barclays USD Emerging Markets Government RIC Capped Index,J.P. Morgan EMBI Global Core Index
DON,WisdomTree美國高股利中型股ETF,2006/06/16（已成立15年）,2006/6/16,14,0.079395678,美國,股票型,中型股價值型,-0.06(月均:-0.07),2.54,月配,0.38,0.38,48.43,WisdomTree U.S. MidCap Dividend Index,WisdomTree U.S. MidCap Index
BOTZ,Global X機器人與人工智慧ETF,2016/09/12（已成立4年）,2016/9/13,4,0.004914104,全球,資訊科技股,,0.03(月均:0.19),0.18,半年配,0.68,0.68,43.89,Indxx Global Robotics & Artificial Intelligence Thematic Index,Dow Jones U.S. Technology Index
IXJ,iShares全球健康照護ETF,2001/11/13（已成立19年）,2001/11/26,19,0.021004148,全球,健康護理股,,0.08(月均:0.12),1.27,半年配,0.46,0.46,31.58,S&P Global 1200 Healthcare Sector Index,道瓊健康護理指數
SPTI,SPDR投資組合中期公債ETF,2007/05/23（已成立14年）,2007/5/30,13,0.022188492,美國,中期債券,,0.00(月均:0.00),0.66,月配,0.06,0.06,3.8,Bloomberg Barclays 3-10 Year U.S. Treasury Index,ICE U.S. Treasury 7-10 Year Bond Index
SPYD,SPDR投資組合標普500高股利ETF,2015/10/21（已成立5年）,2015/10/22,5,0.052020415,美國,股票型,大型股價值型,0.06(月均:0.00),4.52,季配,0.07,0.07,48.61,S&P 500 High Dividend Index,道瓊指數
SPTL,SPDR投資組合長期美國公債ETF,2007/05/23（已成立14年）,2007/5/30,13,0.039459941,美國,長期債券,,0.07(月均:0.03),1.81,月配,0.06,0.06,16.68,Bloomberg Barclays Long U.S. Treasury Index,Bloomberg Barclays U.S. Intermediate Government/Cr
DLN,WisdomTree美國高股利大型股ETF,2006/06/16（已成立15年）,2006/6/16,14,0.071411405,美國,股票型,大型股價值型,0.03(月均:-0.01),2.60,月配,0.28,0.28,37.76,WisdomTree U.S. LargeCap Dividend Index,Nasdaq Riskalyze US Large Cap Select Dividend
SPHD,Invesco標普500高股利低波動ETF,2012/10/18（已成立8年）,2012/10/26,8,0.049407432,美國,股票型,,0.08(月均:0.03),4.61,月配,0.3,0.3,40.19,S&P 500 Low Volatility High Dividend Index,道瓊指數
REET,iShares全球不動產投資信託ETF,2014/07/08（已成立7年）,2014/7/10,6,0.051100441,全球,REIT,,0.16(月均:0.14),2.55,季配,0.14,0.14,50.5,FTSE EPRA/NAREIT Global REIT Index,FTSE EPRA/NAREIT Global REIT Index
SUSA,iShares MSCI美國ESG精選ETF,2005/01/24（已成立16年）,2005/1/28,16,0.017534529,美國,股票型,大型股混合型,0.07(月均:0.05),1.11,季配,0.25,0.25,35.05,MSCI USA ESG Select Index,道瓊指數
IYH,iShares美國健康照護ETF,2000/06/12（已成立21年）,2000/6/16,20,0.013017219,美國,健康護理股,,0.04(月均:0.02),1.14,季配,0.43,0.43,33.08,Dow Jones U.S. Health Care Index,Dow Jones U.S. Health Care Index
FHLC,Fidelity MSCI健康照護指數ETF,2013/10/21（已成立7年）,2013/10/24,7,0.017769521,美國,股票型,,-0.02(月均:0.01),1.41,季配,0.084,0.084,35.41,MSCI USA IMI Health Care Index,Dow Jones U.S. Health Care Index
VAW,Vanguard原物料類股ETF,2004/01/26（已成立17年）,2004/1/30,17,0.070249696,美國,原物料,,0.05(月均:0.00),1.60,季配,0.08,0.1,42.17,MSCI US Investable Market Materials 25/50 Index,Dow Jones U.S. Basic Materials Index
UVXY,ProShares倍數做多波動率指數短期期貨ETF,2011/10/03（已成立9年）,2011/10/4,9,0,美國,對沖型基金,,0.11(月均:0.22),N/A,,0.95,1.42,798.4,S&P 500 VIX Short-Term Futures Index,道瓊指數
FAS,Direxion每日三倍做多金融ETF,2008/11/06（已成立12年）,2008/11/19,12,0.008584189,美國,做多型,,0.04(月均:-0.01),0.36,季配,0.75,0.99,108.2,Russell 1000 Financial Services Index,道瓊指數
EWG,iShares MSCI德國ETF,1996/03/12（已成立25年）,1996/3/18,24,0.02740558,德國,股票型,,-0.43(月均:0.06),2.04,半年配,0.49,0.49,52.36,MSCI Germany Index,德國DAX
FV,First Trust Dorsey Wright五大焦點類股ETF,2014/03/05（已成立7年）,2014/3/6,6,0.005618685,美國,股票型,,-0.07(月均:0.00),0.06,季配,0.3,0.87,46.35,Dorsey Wright Focus Five Index,Dorsey Wright Focus Five Index
SGOL,Aberdeen Standard實體黃金ETF,2009/09/09（已成立11年）,2009/9/9,11,0,美國,貴重金屬,,0.12(月均:-0.12),N/A,,0.17,0.17,20.34,London PM fix for Gold,LBMA Gold Price
RYT,Invesco標普500平均加權科技類股ETF,2006/11/01（已成立14年）,2006/11/7,14,0.008293788,美國,資訊科技股,,-0.04(月均:-0.01),1.21,季配,0.4,0.4,39.94,S&P 500 Equal Weight Information Technology Index,Dow Jones U.S. Technology Index
SPHQ,Invesco標普500優質投資組合ETF,2005/12/06（已成立15年）,2005/12/6,15,0.020406011,美國,股票型,,0.00(月均:-0.01),1.50,季配,0.15,0.21,33.26,S&P 500 Quality Index,道瓊指數
HEFA,iShares匯率避險MSCI歐澳遠東ETF,2014/01/31（已成立7年）,2014/2/14,7,0.042680458,全球,股票型,大型股混合型,0.03(月均:-0.01),2.00,半年配,0.38,0.7,36.42,MSCI EAFE 100% Hedged to USD Index,道瓊全球指數
IGLB,iShares 10年期以上投資級公司債券ETF,2009/12/08（已成立11年）,2009/12/9,11,0.058111452,美國,長期債券,,-0.20(月均:0.04),2.85,月配,0.06,0.06,35.5,ICE BofA 10+ Year US Corporate Index,ICE BofAML 10+ Year US Corporate Index
SPIP,SPDR投資組合抗通膨債券ETF,2007/05/25（已成立14年）,2007/5/30,13,0.037474302,美國,抗通膨債券,,0.00(月均:0.01),1.99,月配,0.12,0.12,13.42,Bloomberg Barclays U.S. Government Inflation-linked Bond Index,Bloomberg Barclays U.S. Treasury Inflation Protect
BAB,Invesco應稅市政債券ETF,2009/11/17（已成立11年）,2009/11/17,11,0.061583664,美國,市政債券,,-0.12(月均:0.03),2.95,月配,0.28,0.28,37.61,ICE BofAML US Taxable Municipal Securities Plus Index,OMRX Municipal Bond Index
EPP,iShares MSCI太平洋不含日本ETF,2001/10/25（已成立19年）,2001/10/26,19,0.071911506,亞太不含日本,股票型,,0.12(月均:0.25),2.14,半年配,0.48,0.48,40.78,MSCI Pacific ex-Japan Index,道瓊亞太指數
SLQD,iShares 0-5年投資等級公司債券ETF,2013/10/15（已成立7年）,2013/10/17,7,0.021495435,美國,公司債券,,0.02(月均:0.07),2.10,月配,0.06,0.06,13.33,Markit iBoxx USD Liquid Investment Grade 0-5 Index,Markit iBoxx USD Liquid Investment Grade 0-5 Index
VONE,Vanguard羅素1000指數ETF,2010/09/20（已成立10年）,2010/9/22,10,0.019784878,美國,股票型,大型股混合型,-0.02(月均:0.00),1.38,季配,0.06,0.08,38.92,Russell 1000 Index,羅素1000
KOMP,SPDR標普Kensho新經濟綜合ETF,2018/10/22（已成立2年）,2018/10/23,2,0.001563859,美國,股票型,大型股混合型,0.07(月均:0.04),0.55,季配,0.2,0.2,53.22,S&P Kensho New Economies Composite Index,道瓊指數
FNDC,Schwab基本面國際小型股指數ETF,2013/08/15（已成立8年）,2013/8/15,7,0.017789273,全球,股票型,,0.33(月均:0.26),1.68,年配,0.39,0.39,42.97,Russell RAFI Developed ex US Small Company Index,道瓊全球指數
NFRA,FlexShares STOXX全球整體基礎建設ETF,2013/10/08（已成立7年）,2013/10/9,7,0.02709671,全球,公共事業股,大型股混合型,0.20(月均:0.20),2.18,季配,0.47,0.48,34.13,STOXX Global Broad Infrastructure Index,Dow Jones U.S. Utilities Index
SLYG,SPDR標普600小型成長股ETF,2000/09/25（已成立20年）,2000/10/2,20,0.008649574,美國,股票型,小型股成長型,0.09(月均:-0.02),0.62,季配,0.15,0.15,48.73,S&P SmallCap 600 Growth Index,道瓊指數
RDVY,First Trust股息成長精選ETF,2014/01/06（已成立7年）,2014/1/7,7,0.019004712,美國,股票型,,0.02(月均:0.00),1.44,季配,0.5,0.5,46.9,NASDAQ US Rising Dividend Achievers Index,道瓊指數
GVI,iShares中期政府/信用債券ETF,2007/01/05（已成立14年）,2007/1/11,14,0.030646288,美國,中期債券,,0.01(月均:0.06),1.81,月配,0.2,0.2,6.75,Bloomberg Barclays U.S. Intermediate Government/Credit Bond Index,Bloomberg Barclays U.S. Intermediate Government/Cr
BSCM,Invesco BulletShares 2022公司債券ETF,2013/07/17（已成立8年）,2019/12/31,1,0,美國,公司債券,,-0.05(月均:0.02),2.21,月配,0.1,0.1,18.87,NASDAQ BulletShares USD Corporate Bond 2022 Index,Bloomberg Barclays December 2022 Maturity Corporat
GSIE,Goldman Sachs積極貝塔國際股票ETF,2015/11/06（已成立5年）,2015/11/10,5,0.022242159,全球,股票型,,0.33(月均:0.26),1.54,季配,0.25,0.25,41.85,Goldman Sachs ActiveBeta International Equity Index,道瓊全球指數
PZA,Invesco美國最低稅賦豁免市政債券ETF,2007/10/11（已成立13年）,2007/10/18,13,0.054902814,美國,市政債券,,-0.22(月均:-0.02),2.42,月配,0.28,0.28,30.48,ICE BofAML National Long-Term Core Plus Municipal Securities Index,OMRX Municipal Bond Index
XLRE,SPDR房地產類股ETF,2015/10/07（已成立5年）,2015/10/8,5,0.043712678,美國,房地產,大型股成長型,-0.03(月均:0.00),3.03,季配,0.03,0.13,39.76,Real Estate Select Sector Index,Dow Jones Global Select Real Estate Securities Ind
FLRN,SPDR彭博巴克萊投資級浮動利率ETF,2011/11/30（已成立9年）,2011/12/1,9,0.015406635,美國,固定收益,,0.00(月均:0.06),1.06,月配,0.15,0.15,21.49,Bloomberg Barclays U.S. Dollar Floating Rate Note < 5 Years Index,Bloomberg Barclays US Floating Rate Note < 5 Years
GXC,SPDR標普中國指數ETF,2007/03/20（已成立14年）,2007/3/23,13,0.023509534,大陸,股票型,大型股混合型,-0.39(月均:0.06),0.89,半年配,0.59,0.59,28.59,S&P China BMI Index,滬深300
GBIL,Goldman Sachs Access 0-1年期美國公債ETF,2016/09/06（已成立4年）,2016/9/14,4,0.012822992,美國,債券型,,-0.01(月均:-0.01),0.79,月配,0.14,0.14,0.56,FTSE US Treasury 0-1 Year Composite Select Index,Bloomberg Barclays U.S. Government/Credit Bond Ind
HACK,ETFMG卓越網路安全ETF,2014/11/11（已成立6年）,2014/11/12,6,0.001573191,全球,股票型,,0.07(月均:0.08),1.06,季配,0.6,0.6,51.45,Prime Cyber Defense Index,Nasdaq CTA Cybersecurity Index
ITB,iShares美國房屋建築業ETF,2006/05/01（已成立15年）,2006/5/5,14,0.007458478,美國,房地產,,0.03(月均:0.00),0.41,季配,0.42,0.42,70.98,Dow Jones U.S. Select Home Construction Index,Dow Jones U.S. Select Home Construction Index
HYLS,First Trust戰術高收益主動型ETF,2013/02/25（已成立8年）,2013/2/27,7,0.071651617,全球,高收益債,,0.20(月均:0.17),5.12,月配,0.95,1.23,21.67,,Markit iBoxx Global Developed Markets High Yield I
FPX,First Trust美股機會ETF,2006/04/12（已成立15年）,2006/5/24,14,0.01385351,美國,股票型,大型股成長型,0.04(月均:0.00),0.25,季配,0.4,0.58,51.05,IPOX-100 U.S. Index,IPOX-100 U.S. Index
EMQQ,新興市場網路與電子商務ETF,2014/11/12（已成立6年）,2014/11/17,6,0,新興市場,資訊科技股,大型股成長型,0.11(月均:0.31),0.14,年配,0.86,0.86,44.94,Emerging Markets Internet and Ecommerce Index,NASDAQ Emerging Markets Index
FBT,First Trust紐約證交所生物科技指數ETF,2006/06/19（已成立15年）,2006/6/23,14,0,美國,生物科技,,0.05(月均:0.01),N/A,季配,0.4,0.55,46.38,NYSE Arca Biotechnology Index,AMEX Biotechnology Index
VGLT,Vanguard長期公債ETF,2009/11/19（已成立11年）,2010/1/4,11,0.034378702,美國,長期債券,,0.07(月均:0.03),1.99,月配,0.04,0.05,15.71,Bloomberg Barclays U.S. Long Treasury Bond Index,Bloomberg Barclays U.S. Intermediate Government/Cr
KBWB,Invesco KBW銀行業ETF,2011/11/01（已成立9年）,2011/11/1,9,0.024356862,美國,金融股,,0.02(月均:0.00),2.25,季配,0.35,0.35,54.92,KBW Nasdaq Bank Index,KBW Nasdaq Bank Index
MDYG,SPDR標普400中型成長股ETF,2005/11/08（已成立15年）,2005/11/15,15,0.009317376,美國,股票型,中型股成長型,0.00(月均:0.00),0.66,季配,0.15,0.15,50.36,S&P MidCap 400 Growth Index,道瓊指數
ROBO,ROBO Global機器人與自動化指數ETF,2013/10/21（已成立7年）,2013/10/22,7,0.002449997,全球,資訊科技股,,0.38(月均:0.29),0.17,年配,0.95,0.95,45.37,ROBO Global Robotics and Automation Index,Dow Jones U.S. Technology Index
GEM,Goldman Sachs積極貝塔新興市場股票ETF,2015/09/25（已成立5年）,2015/9/29,5,0.021486663,新興市場,股票型,大型股價值型,0.31(月均:0.51),1.49,季配,0.4,0.51,38.69,Goldman Sachs ActiveBeta Emerging Markets Equity Index,NASDAQ Emerging Markets Index
PDP,Invesco DWA動能組合ETF,2007/03/01（已成立14年）,2007/3/1,13,0.004733076,全球,資訊科技股,,0.00(月均:-0.01),0.10,季配,0.5,0.62,40.39,Dorsey Wright Technical Leaders Index,Dorsey Wright NASDAQ Technical Leaders Index
BSCL,Invesco BulletShares 2021公司債券ETF,2013/07/17（已成立8年）,2019/12/31,1,0,美國,公司債券,,-0.05(月均:0.01),2.12,月配,0.1,0.1,14.76,NASDAQ BulletShares USD Corporate Bond 2021 Index,Bloomberg Barclays December 2021 Maturity Corporat
TECL,Direxion每日三倍做多科技業ETF,2008/12/17（已成立12年）,2008/12/30,12,0.003343561,美國,做多型,,-0.06(月均:0.01),0.04,季配,0.75,1.08,103.8,Technology Select Sector Index,Technology Select Sector Index
MJ,ETFMG替代收益ETF,2015/12/03（已成立5年）,2015/12/3,5,0.037130265,全球,股票型,小型股混合型,-0.21(月均:0.11),2.73,季配,0.75,0.75,71.16,Prime Alternative Harvest Index,道瓊指數
ICF,iShares Cohen & Steers不動產投資信託ETF,2001/01/29（已成立20年）,2001/2/2,20,0.060416756,美國,房地產,,-0.02(月均:0.01),2.30,季配,0.34,0.34,42.83,Cohen & Steers Realty Majors Index,Cohen & Steers Realty Majors Index
FMB,First Trust市政債券主動型ETF,2014/05/13（已成立7年）,2014/5/15,6,0.029214978,美國,市政債券,,-0.07(月均:0.04),2.16,月配,0.65,0.65,10.04,,OMRX Municipal Bond Index
HYS,PIMCO 0-5年高收益公司債券指數ETF,2011/06/16（已成立10年）,2011/6/17,9,0.065300325,美國,高收益債,,0.03(月均:-0.06),4.07,月配,0.55,0.56,20.81,ICE BofAML 0-5 Year US High Yield Constrained Index,Bloomberg Barclays US Aggregate Bond Index
VYMI,Vanguard國際高股利收益ETF,2016/02/25（已成立5年）,2016/3/2,4,0.03951985,全球,股票型,,0.33(月均:0.30),3.03,季配,0,0.27,42.84,FTSE All-World ex US High Dividend Yield Index,International Dividend Achievers Index
RODM,Hartford多因子已開發市場不含美國ETF,2015/02/25（已成立6年）,2015/2/27,5,0.028102102,全球,股票型,大型股混合型,-0.07(月均:-0.02),2.75,半年配,0.29,0.29,40.09,Hartford Risk-Optimized Multifactor Developed Markets (ex-US) Index,道瓊全球指數
CQQQ,Invesco中國科技類股ET,2009/12/08（已成立11年）,2010/1/22,11,0.013022921,大陸,資訊科技股,大型股混合型,0.37(月均:0.41),0.36,年配,0.7,0.7,32.98,FTSE China Incl A 25% Technology Capped Index,CSI Overseas China Internet Index (USD)
JHMM,John Hancock多因子中型股ETF,2015/09/28（已成立5年）,2015/9/29,5,0.010765142,美國,股票型,中型股混合型,0.06(月均:0.00),0.98,半年配,0.37,0.43,48.03,John Hancock Dimensional Mid Cap Index,John Hancock Dimensional Mid Cap Index (TR)
PRFZ,Invesco FTSE RAFI美國1500中小型基本面指數ETF,2006/09/20（已成立14年）,2006/9/20,14,0.012402537,美國,股票型,小型股價值型,-0.03(月均:-0.05),0.79,季配,0.29,0.4,47.7,FTSE RAFI US 1500 Small-Mid Index,道瓊指數
FEZ,SPDR歐洲STOXX 50指數ETF,2002/10/15（已成立18年）,2002/10/21,18,0.043888237,歐洲,股票型,大型股混合型,0.44(月均:0.12),2.05,季配,0.29,0.29,49.33,EURO STOXX 50 Index,NASDAQ Eurozone Index
JKE,iShares晨星大型成長股ETF,2004/06/28（已成立17年）,2004/7/13,16,0.009985515,美國,股票型,大型股成長型,-0.06(月均:-0.01),0.26,季配,0.25,0.25,42.37,Morningstar Large Growth Index,Russell 1000 Growth Index
HEDJ,WisdomTree歐洲股票型匯率避險ETF,2009/12/31（已成立11年）,2010/1/15,11,0.024918459,歐洲,股票型,大型股價值型,-0.25(月均:0.04),2.57,季配,0.58,0.58,42.58,WisdomTree Europe Hedged Equity Index,Nasdaq AlphaDex Eurozone Hedged USD
QYLD,Global X納斯達克100掩護性買權ETF,2013/12/11（已成立7年）,2013/12/12,7,0.148819242,美國,期貨選擇權商品,大型股混合型,0.13(月均:0.07),10.98,月配,0.6,0.66,28.87,CBOE NASDAQ-100 BuyWrite V2 Index,那斯達克 100
UPRO,ProShares三倍做多標普500指數ETF,2009/06/23（已成立12年）,2009/6/25,11,0.003373943,美國,做多型,大型股混合型,0.09(月均:0.02),0.10,季配,0.75,0.92,99.05,S&P 500,S&P500 (SPY.US)
IBUY,Amplify網路零售業ETF,2016/04/20（已成立5年）,2016/4/20,4,0,美國,非必需消費股,,0.13(月均:0.12),N/A,年配,0.65,0.65,56.56,EQM Online Retail Index,Dow Jones U.S. Consumer Services Index
AMJ,JPMorgan Alerian業主有限合夥指數ETN,2009/04/02,2009/6/2,11,0.08810139,美國,固定收益,0,0.33(月均:-0.05),0,0,0,0.85,0,0,0
PTLC,Pacer Trendpilot美國大型股ETF,2015/06/11（已成立6年）,2015/6/12,5,0.008947981,美國,股票型,大型股混合型,-0.02(月均:-0.02),1.03,年配,0.6,0.6,26.61,Pacer Trendpilot US Large Cap Index,Pacer Trendpilot US Large Cap Total Return Index
DGS,WisdomTree新興市場高股利小型股ETF,2007/10/30（已成立13年）,2007/10/30,13,0.049998578,新興市場,股票型,中型股價值型,0.41(月均:0.38),3.47,季配,0.63,0.63,43.39,WisdomTree Emerging Markets SmallCap Dividend index,Dow Jones Emerging Markets Select Dividend Index
FNGU,MicroSectors FANG+指數每日三倍做多ETN,2018/01/25,2018/1/23,3,0,美國,做多型,0,-0.07(月均:-4.36),0,0,0,0.95,0,0,0
VSGX,Vanguard ESG國際股票ETF,2018/09/18（已成立2年）,2018/9/20,2,0.005144699,全球,股票型,大型股混合型,0.29(月均:0.29),1.56,季配,0.11,0.17,38.11,FTSE Global All Cap ex US Choice Index,道瓊全球指數
DEM,WisdomTree新興市場高股利ETF,2007/07/13（已成立14年）,2007/7/13,13,0.06596565,新興市場,股票型,大型股混合型,0.29(月均:0.37),3.97,季配,0.63,0.63,40.83,WisdomTree Emerging Markets High Dividend Index,Dow Jones Emerging Markets Select Dividend Index
USMC,Principal美國大型股ETF,2017/10/11（已成立3年）,2017/10/12,3,0.018458014,美國,股票型,大型股混合型,-0.06(月均:0.00),1.51,季配,0.15,0.15,37.72,Nasdaq US Mega Cap Select Leaders Index,Dow Jones U.S. Large Cap Total Stock Market Index
ITM,VanEck Vectors中期市政債券ETF,2007/12/04（已成立13年）,2007/12/6,13,0.046212441,美國,市政債券,,-0.02(月均:0.07),2.09,月配,0.24,0.24,37.31,Barclays AMT-Free Intermediate Continuous Municipal Index,OMRX Municipal Bond Index
XMLV,Invesco標普中型股低波動ETF,2013/02/15（已成立8年）,2013/2/15,8,0.021681509,美國,股票型,,-0.04(月均:-0.02),1.84,季配,0.25,0.25,39.88,S&P MidCap 400 Low Volatility Index,道瓊指數
IVOL,Quadratic利率波動與抗通膨主動型ETF,2019/05/13（已成立2年）,2019/5/14,1,0,美國,抗通膨債券,,0.38(月均:0.21),3.39,月配,0.99,1.04,6.46,,iBoxx USD Liquid Investment Grade Inflation Hedged
EMLP,First Trust北美能源基礎建設主動型ETF,2012/06/20（已成立9年）,2012/6/21,8,0.043987854,北美,股票型,,0.05(月均:-0.03),4.51,季配,0.95,0.96,54.52,,Dow Jones U.S. Oil & Gas Index
XLG,Invesco標普五百前50大ETF,2005/05/04（已成立16年）,2005/5/10,15,0.024972413,美國,股票型,大型股混合型,-0.04(月均:0.00),1.21,季配,0.2,0.2,34.7,S&P 500 Top 50 Index,S&P500 (SPY.US)
PGF,Invesco金融優先股ETF,2006/12/01（已成立14年）,2006/12/1,14,0.120283481,美國,金融股,,-0.11(月均:-0.03),5.05,月配,0.5,0.61,36.21,Wells Fargo Hybrid and Preferred Securities Financial Index,道瓊金融指數
ILF,iShares拉丁美洲40 ETF,2001/10/25（已成立19年）,2001/10/26,19,0.031253742,拉丁美洲,股票型,,0.00(月均:0.06),1.91,半年配,0.48,0.48,59.13,S&P Latin America 40 Index,道瓊拉丁美洲指數
FBND,Fidelity總體債券ETF,2014/10/06（已成立6年）,2014/10/9,6,0.032116928,美國,中期債券,,-0.03(月均:0.14),2.33,月配,0.36,0.36,18.83,Bloomberg Barclays US Aggregate Bond Index,Bloomberg Barclays US Aggregate Bond Index
DBC,Invesco德銀商品指數ETF,2006/02/03（已成立15年）,2006/2/6,15,0.018013105,美國,原物料,,-0.18(月均:0.02),N/A,年配,0.85,0.89,31.54,DBIQ Optimum Yield Diversified Commodity Index Excess Return,Dow Jones U.S. Basic Materials Index
VOOV,Vanguard標普500價值指數ETF,2010/09/07（已成立10年）,2010/9/9,10,0.026243736,美國,股票型,大型股價值型,-0.02(月均:-0.01),2.33,季配,0.09,0.1,39.82,S&P 500 Value Index,道瓊指數
SH,ProShares放空型標普500指數ETF,2006/06/19（已成立15年）,2006/6/21,14,0.030290257,美國,反向型,,-0.06(月均:-0.02),0.16,季配,0.75,0.89,41.18,S&P 500 Index,S&P500 (SPY.US)
